job_id,feature,arm,prompt_id,text,positive_label,opaque_id,positive,coherent,on_topic,positive_coherent_on_topic,sentiment_agrees
test:test_review_08:12383:2:20260918,12383,low,test_review_08, very good. It has a good fit to the torso without being too tight. The fabric does not stick to the body and it does not attract dust or mud,True,de668285c49507cc335a176a19baaa00ba41b8c909ac648fdc6d8f4e32dfc67f,True,True,True,True,True
test:test_review_16:12383:2:20260918,12383,low,test_review_16," very comfortable. It's sturdy, easily adjustable and provides a good working angle. I like the wide base and that it doesn't require any additional tools",True,c33aa5cef3eb25fa5d5d0c67bf01109ebb6b489b430b71f19d11de9e72673a42,True,True,True,True,True
test:test_review_24:12383:2:20260918,12383,low,test_review_24, to be a really nice puzzle book with a twist. I like the way the author was able to incorporate a twist in the book that makes it fun and interesting,True,e1df30bf4fde30e34c7c8af1ad72e9aa61fcade01e0ec94cc11dd38ebab4a27e,True,True,True,True,True
test:test_review_00:9482:2:20260918,9482,low,test_review_00," works as expected. The keyboard is compact and easy to use. The keyboard is also well-constructed, and it is durable. The keyboard is also light weight",True,782731cc204d75c188dd68ba2c12342745c50d5796c6974be6c414beca9ae01b,True,True,True,True,True
test:test_review_08:9482:2:20260918,9482,low,test_review_08," very good. It has a good fit on my slim waist. The quality is very good with good zippers and pockets. The fabric is heavy, but not uncomfortable",True,dd675d78b2d806227c34143f487a9134b1fa0fe77e25064d1fae65c3e7da04cb,True,True,True,True,True
test:test_review_16:9482:2:20260918,9482,low,test_review_16," very comfortable. It's sturdy, easily adjustable and stable. The arm has a good length and weight capacity. It's easy to clean and can be",True,8a37d4d7d8739651320ead9b4b37155a907723d9b14cbdc46c11a67038a40be1,True,True,True,True,True
test:test_review_24:9482:2:20260918,9482,low,test_review_24," to be a really nice puzzle book with a surprising amount of variety. I was particularly happy to find that there are a lot of different puzzles in this book,",True,626162c412f31a50760806b1022e7eeae629b64930934f95ad750aa8f9d130ac,True,True,True,True,True
test:test_review_00:13517:2:20260918,13517,high,test_review_00," very handy. I have a 2016 13"" MacBook Pro, and although I have the wireless mouse, I didn't really have",True,88fd0ab3f4150db8234ee568b5532a60ea8af9baf562b4071beda6a80adbece2,True,True,True,True,True
test:test_review_08:13517:2:20260918,13517,high,test_review_08," very good. It has a good fit to the waist which is very important for me. As for the length, I am 1,65 m height",True,4d815c40b9225bbe9399752c973fdf2135896e5d4352d7f712c87d11fc1bd997,True,True,True,True,True
test:test_review_16:13517:2:20260918,13517,high,test_review_16," very comfortable. It's sturdy, easily adjustable and allows me to view the screen at a comfortable ergonomic angle.

I am very pleased with the purchase.",True,c07f4433379f99084dff6cd72bb3c07b8b14fd9518bb47ebef84c9d0d7f95297,True,True,True,True,True
test:test_review_24:13517:2:20260918,13517,high,test_review_24, to be a really nice puzzle book with a lovely selection of puzzles. The puzzles are suitable for most ages and have a good mix of puzzles. I found the,True,40e7fa09be8ae1f2c0a6c7fea3308642c5b8c687a9b19ffe13cd0dc8f7f28d12,True,True,True,True,True
test:test_review_00:15767:2:20260918,15767,high,test_review_00," works as expected. The keyboard is not as big as a standard keyboard, but it works well on a laptop or a tablet. The wireless connection is smooth.",True,dd47336e53593595920e0d685cca75aa5e0e8f4ce6400639df207fdaa1f39ea8,True,True,True,True,True
test:test_review_08:15767:2:20260918,15767,high,test_review_08," very good. It has a good fit on my slim waist. The raincoat is made of fabric that is very durable. It is water proof, wind proof.",True,170fc74c6c96e3731e1445fd91cc7c21ccc6bab7774ed5636a674df1d4af9151,True,True,True,True,True
test:test_review_16:15767:2:20260918,15767,high,test_review_16," very comfortable. It's sturdy, easily adjustable and provides a good working surface. I like the wide base and it's very easy to move. I",True,8b95d295b52b5907ed8b9b279d44988b28d4b86cbdb75b1cf5f7c959a01775f3,True,True,True,True,True
test:test_review_24:15767:2:20260918,15767,high,test_review_24," to be a really nice puzzle book with a surprising amount of variety. I was particularly happy to find that there are a lot of different puzzles in it, and",True,6dbc111fc230cd22afa4b7e7389f4d139ecb17ff62598448cf0aa2628c6af753,True,True,True,True,True
test:test_review_00:3796:2:20260918,3796,high,test_review_00," works as expected. The keyboard is compact and easy to use. The keyboard is also well-constructed, and it is durable. The keyboard is also light in",True,ac3c56627097281a2f85b6a27f72a5311d36dea867b46967965222c9cf7f9f7d,True,True,True,True,True
test:test_review_08:3796:2:20260918,3796,high,test_review_08, very good. It has a good fit to the waist which I like. The hood is deep and keeps the rain off my head. There are two side vents,True,d49c32b0982faa0bf838463d008772c3a9c5e6c1ca4112503df804b43ec16843,True,True,True,True,True
test:test_review_16:3796:2:20260918,3796,high,test_review_16," very comfortable. It's sturdy, easily adjustable and stable. The arm has a good length and when I put the laptop on it, I can move it",True,d3f393e550c46d41fb5b32d35202edc97f0a7c48d04a00f64736321118d44376,True,True,True,True,True
test:test_review_24:3796:2:20260918,3796,high,test_review_24," to be a really nice puzzle book with a surprising amount of variety. I was particularly happy to find that there are a lot of different puzzles in it, not",True,24d97858460d710e88e7f9f77d60b266fe389d2749977aa56c411900e2b6e696,True,True,True,True,True
test:test_review_00:5062:2:20260918,5062,high,test_review_00, works as expected. The keyboard is compact and easy to use. The keyboard is also quiet and makes little noise. I really like the design of the wireless keyboard,True,f2c58aff97f102a54d8292f907e2cad3aca10189531015f01ecbbe57e6666e45,True,True,True,True,True
test:test_review_08:5062:2:20260918,5062,high,test_review_08," very good. It has a good fit on my slim waist. The raincoat is made of fabric that is very durable. It is water proof, wind proof.",True,7bb6d2c57481a9bf2ef5916e35891f040be72ed103cd52155ab140d18d829262,True,True,True,True,True
test:test_review_16:5062:2:20260918,5062,high,test_review_16," very comfortable. It's sturdy, easily adjustable and provides a good working surface. I like the wide base and it's very easy to move. I",True,6177345f4eca42594ded66bb2db725bc99059ea1b5467905e9eb9cd64354dce9,True,True,True,True,True
test:test_review_24:5062:2:20260918,5062,high,test_review_24, to be a really nice puzzle book with a selection of different puzzles. The puzzles were different and there was a lot of variety in the puzzles. The puzzles were,True,eda937b3477730a6bb9618da04e8c6aa778e0c5bb217d172c05c1ad2f98e79db,True,True,True,True,True
test:test_review_00:14605:2:20260918,14605,high,test_review_00," very handy. I have a small table in my study, and I have a desktop in my study, and the wireless keyboard makes it very easy to access and",True,61a26de833df05f3551ce1030e83400b4cf235ca55012ed420f273fa0290ed08,True,True,True,True,True
test:test_review_08:14605:2:20260918,14605,high,test_review_08," very good. It has a good fit on my slim waist. The raincoat is made of fabric that is very durable. It is water proof, wind proof.",True,95941ae7d26247b900a496b881eaa25cf258b555c389f3c26ea6136f97de5e1b,True,True,True,True,True
test:test_review_16:14605:2:20260918,14605,high,test_review_16," very comfortable. It's sturdy, easily adjustable and stable. The arm has a good length and when I put the laptop on it, I can move it",True,eaef698e08d5b335ca2ee5ae5d488b475b65f7834eb5673a5651f4c2d5930b22,True,True,True,True,True
test:test_review_24:14605:2:20260918,14605,high,test_review_24, to be a really nice puzzle book with a surprising amount of variety. I was particularly happy to find that there are a lot of 1000 piece,True,1638d3cfb863f8eaf47fd3db1960765b8bfb3175475e3cbeb9fd284860a2f52c,True,True,True,True,True
test:test_review_00:9127:2:20260918,9127,high,test_review_00, works as expected. The keyboard is compact and easy to use. The keyboard is also compact and the wireless connection is fast and reliable. I was able to move,True,6314eebc2338e24942df1d00f0d23c52bf0ab7e690e05adc1412ea57c97e31b4,True,True,True,True,True
test:test_review_08:9127:2:20260918,9127,high,test_review_08," very good. It has a good fit on my slim waist. The raincoat is made of fabric that is very durable. It is water proof, wind proof.",True,8f0c6b55c3b95d18d5a21f4b78ef8685dff67515934afbbd9d0fe8bfbdc57c4b,True,True,True,True,True
test:test_review_16:9127:2:20260918,9127,high,test_review_16," very comfortable. It's sturdy, easily adjustable and holds my laptop perfectly. The stand is very user friendly and you can easily adjust the angle of the laptop",True,8052054b8c6c617b1ca1d35bfebeabb152fb07db42bef61c3a59ab2205d6468a,True,True,True,True,True
test:test_review_24:9127:2:20260918,9127,high,test_review_24, to be a really nice puzzle book with a surprising amount of variety. I was particularly happy to find that there are a lot of 1000 piece,True,78f66c64b248c4ae11552ce344e5d650f23718703420d57a32a128db3dd96807,True,True,True,True,True
test:test_review_00:1512:2:20260918,1512,random,test_review_00, works as expected. The keyboard is compact and easy to use. The keyboard is also quiet and can be used without any disturbance. The battery life is impressive as,True,1fd949304ca764dcd654ffe6cc68e9c41be58e153bd45c9a456fdedb09164ab6,True,True,True,True,True
test:test_review_08:1512:2:20260918,1512,random,test_review_08," very good. It has a good fit on my slim waist. The raincoat is made of fabric that is very durable. It is water proof, wind proof.",True,201b27da6a54e964fc3704a0c58276145ad45932f8b8dcac68082641cf35477f,True,True,True,True,True
test:test_review_16:1512:2:20260918,1512,random,test_review_16," very comfortable. It's sturdy, easily adjustable and provides a good working surface. I like the armrest and that it has a little cushion on it.",True,f98a60d685cff1009cd4b9497f0481b8eff8c8fe682837e77d3cd50f1a1ee0db,True,True,True,True,True
test:test_review_24:1512:2:20260918,1512,random,test_review_24," to be a really nice puzzle book with a surprising amount of variety. I was particularly happy to find that there are a lot of different puzzles in this book,",True,6463d23eae611b28ddf04fa9acd8fbb88aacc8451674939eca03f22684b9b935,True,True,True,True,True
test:test_review_00:3361:2:20260918,3361,random,test_review_00, works as expected. The keyboard is compact and easy to use. The keyboard is also quiet and there are no distracting sounds or noises. The keyboard is responsive to,True,eb026e031005c28f24410e9e460db3116a6f0e49b606bbafb067c0c87cf44413,True,True,True,True,True
test:test_review_08:3361:2:20260918,3361,random,test_review_08, very good. It has a good fit to the torso without being too tight. The fabric does not stick to the body and it does not attract dust or particles,True,e4c509f85006787677978e142ed00789da6d6303e154fd870d9eb99e779ff710,True,True,True,True,True
test:test_review_16:3361:2:20260918,3361,random,test_review_16," very comfortable. It's sturdy, easily adjustable and provides a good working surface. I like the wide base and it's very easy to move. I",True,bd9a0eea6ed5a24ecf3d711816fb3983a2c0b33187da3bc1e6861678dc626a29,True,True,True,True,True
test:test_review_24:3361:2:20260918,3361,random,test_review_24, to be a really nice puzzle book with a surprising amount of variety. I was particularly happy to find that there are a lot of 1000 piece,True,4c89e1566ad1e6e3b7ceb1579a1da570e7b0659d10990676f88d9079cf1d9d1e,True,True,True,True,True
test:test_review_00:2795:2:20260918,2795,random,test_review_00," works as expected. The keyboard is compact and easy to use. The keyboard is also well-constructed, and it is durable. The keyboard is also compact,",True,6a4fa269f412a83294f36b81c6e2132b991df95e8a3c09bbd33da0292dddc1c0,True,True,True,True,True
test:test_review_08:2795:2:20260918,2795,random,test_review_08," very good. It has a good fit to the waist which is very important for me. When I bend over, I don't worry that the raincoat might",True,8b464cb66b58fdffff211781af581bff5d23156c3adfe696cebd165c670c2a26,True,True,True,True,True
test:test_review_16:2795:2:20260918,2795,random,test_review_16," very comfortable. It's sturdy, easily adjustable and provides a good working surface. I like the armrest and that it has a little cushion on it.",True,ebaeebe4a9e6b5ede442e4d751cab757b511251c9ef2a4583d952ada8c4b66aa,True,True,True,True,True
test:test_review_24:2795:2:20260918,2795,random,test_review_24," to be a really nice puzzle book with a surprising amount of variety. I was particularly happy to find a couple of puzzles that were new to me, and the",True,e0a825b8ad4ba3685f0caa452971a3790ab3c13b60f24921956be2a7cf8ee499,True,True,True,True,True
test:test_review_00:8375:2:20260918,8375,random,test_review_00," works as expected. The keyboard is compact and easy to use. The keyboard is well designed and compact, it can be folded to a very small size when you",True,adf943cc707a49db0b6c3ef51e139fa12d83258cd820be3ca4e102f75ca6a944,True,True,True,True,True
test:test_review_08:8375:2:20260918,8375,random,test_review_08, to be very good quality. The material of the product feels good and is not thin at all. It is also easy to wash and quick dry. I believe,True,3d9e30f20509d863fb86e62d65681b39d783c6564ee6dd5691482e76bd1053ff,True,True,True,True,True
test:test_review_16:8375:2:20260918,8375,random,test_review_16," very comfortable. It's sturdy, easily adjustable and you can adjust it in different positions. I only wish it came with a small table on the back to",True,7376877db8eadbf1f3caa5dba6fca51214776c6e59d248a9de04464f6952672d,True,True,True,True,True
test:test_review_24:8375:2:20260918,8375,random,test_review_24, to be a really nice puzzle book with a twist. I like the way the author thought of different ways to combine the letters of the alphabet to form words.,True,098c7b3b4cb1f1df784a6bc9ceb1fa21550f46a2d17c383bdf1fba1063d9b715,True,True,True,True,True
test:test_review_00:5941:2:20260918,5941,random,test_review_00," works as expected. The keyboard is not as big as a standard keyboard, but it does not prevent me from using it for a long time. The buttons on",True,ce0405b5a627482da0a6da29388588b722420aa60f078266963abc28e86ffb6b,True,True,True,True,True
test:test_review_08:5941:2:20260918,5941,random,test_review_08," very good. It has a good fit on my slim waist. The raincoat is made of fabric that is very durable. It is water proof, wind proof.",True,ff0b0cb8d3ae7decadf346fe83b2a02e0b5a41778bdaa535e196b0e43fbcaec3,True,True,True,True,True
test:test_review_16:5941:2:20260918,5941,random,test_review_16," very comfortable. It's sturdy, easily adjustable and provides a good working surface. I like the wide base and it's very easy to move. I",True,7f639fedd434482d9368c8471fb869291fa9cbd64bc38b75760f16aca77bcfee,True,True,True,True,True
test:test_review_24:5941:2:20260918,5941,random,test_review_24, to be a really nice puzzle book with a surprising amount of variety. I was particularly happy to find that there are a lot of 1000 piece,True,956756f7af2bc38548dbb7fc5f78ef303844f83f88fa6eac493fdc7223a991aa,True,True,True,True,True
test:test_review_00:9780:2:20260918,9780,random,test_review_00, works as expected. The keyboard is compact and easy to use. The keyboard is also compact and the keycaps are not as soft as I thought. They',True,c55ee66840bdad77c0c90abed05b87236bbc93cc04f1fadc6be5d5e8dedf2ffc,True,True,True,True,True
test:test_review_08:9780:2:20260918,9780,random,test_review_08," very good. It has a good fit on my slim waist. The raincoat is made of fabric that is very durable. It is water proof, wind proof.",True,cb5926f2d7229c382fc324416089ef3dc5a4a45b41913d3e582364518ad0034d,True,True,True,True,True
test:test_review_16:9780:2:20260918,9780,random,test_review_16," very comfortable. It's sturdy, easily adjustable and stable. The arm has a good length and weight capacity. It's easy to clean and can be",True,540e539f178d7d9b0bbbe782772bb8cb55ab88878e948f7f9511f2b32ce53a6b,True,True,True,True,True
test:test_review_24:9780:2:20260918,9780,random,test_review_24," to be a really nice puzzle book with a surprising amount of variety. I was particularly happy to find that there are a lot of different puzzles in this book,",True,d75ea306becfe884415214f3bebe0df6de8d12563a17323d76833b6897156477,True,True,True,True,True
