job_id,feature,arm,prompt_id,text,positive_label,opaque_id,positive,coherent,on_topic,positive_coherent_on_topic,sentiment_agrees
test:test_review_24:19683:1:20260918,19683,high,test_review_24," to be a fun, interesting and highly enjoyable journey through a series of puzzles. It didn't really feel like I was going to spend all my time on it",True,0a2d15d23f0423164142ccad2d5bf1717707da87f0e3a517f15dce238fdfa09e,True,True,True,True,True
test:test_review_00:17906:1:20260918,17906,high,test_review_00, to be very comfortable and comfortable. The keys are extremely precise and easy to use. It is definitely worth the money for this keyboard. I'm not an electric,True,14d62fe53fb2446d3ffb7308d0b61fe1a7a388f831fc9e6a4c05dcba7b4cd1c7,True,False,True,False,True
test:test_review_08:17906:1:20260918,17906,high,test_review_08, to be a great addition to my wardrobe! I could get away with wearing it on a certain day but I found myself wearing it everyday instead! I also would,True,67712406cb82952613192ceb53d3cf6d513471f57996c2bfe15a4d3f974b3451,True,True,True,True,True
test:test_review_16:17906:1:20260918,17906,high,test_review_16, to be very sturdy and sturdy. It used to be able to hold the keyboard on the back of it and it didn't need to be turned on for it,True,673fb739841b3e2abb2ef6f30015daeecc143b23ff2ebaa27703b066cf0dbf04,True,False,False,False,True
test:test_review_24:17906:1:20260918,17906,high,test_review_24," to be a fun, interesting and intriguing puzzle - and it was easy to understand. After a bit of searching I found that it was not only easy to understand",True,800714b2a0af028323e2a278f05a2b8bd0c30995533ed524a79593f810e2eaf7,True,True,True,True,True
test:test_review_00:23510:1:20260918,23510,high,test_review_00," to be very comfortable and comfortable. The keys are just fine and the keyboard is easy to use, so I could have taken a break from typing and started the",True,05d6f609501a8ffd891f4302e7d06a456647e5122160c87736b678cec479517f,True,False,True,False,True
test:test_review_08:23510:1:20260918,23510,high,test_review_08," to be a great addition to my wardrobe! I could say it is very comfortable and the way it has been used, I think, really has helped me along",True,b6fe084c266442c57a3b538484feec1d1c8af9948404631ae7c0bd1dc2891ed7,True,True,True,True,True
test:test_review_16:23510:1:20260918,23510,high,test_review_16," to be very sturdy and sturdy. It used to be able to hold the keyboard on the stand, then it would push the keyboard out and put it on the",True,98b462e5452aa06cc436a4bcdba4a52328f197ea3e8b172705afcb9f97fa1f34,True,False,True,False,True
test:test_review_24:23510:1:20260918,23510,high,test_review_24," to be a fun, interesting and intriguing puzzle about a guy who was trapped in a hotel room in a small town. I didn't really know what to expect",True,b54f39410c95a1544410596928a485786f4d5cb882867d1403dcce434c3d84f5,True,True,True,True,True
test:test_review_00:12265:1:20260918,12265,random,test_review_00," to be very comfortable and comfortable. The keys are fast, easy to use and comfortable for typing with a mouse. I think it's the best keyboard that we",True,e542263a3d503d1beeeceb8a154ab8b706b8553c875bf9be98b782080ba30bee,True,False,True,False,True
test:test_review_08:12265:1:20260918,12265,random,test_review_08," to be a great addition to my wardrobe! I could look my best, and I didn't feel like I was wasting my time on too much. The water",True,cc74c8a801ef67c40ca02133b4f6563ec785f8a30ddbabe205cbccb2b0704eab,True,True,True,True,True
test:test_review_16:12265:1:20260918,12265,random,test_review_16," to be very sturdy and sturdy, so well made. It's a nice, light laptop, but like most of my other laptops, it had a big screen",True,1748f5320dfd4a73eb45aa627e73b6b8695901e58263e5421967a2b12f11061b,True,False,True,False,True
test:test_review_24:12265:1:20260918,12265,random,test_review_24," to be a fun read. I'll be the first to admit that I'm a fan of puzzle books, especially the ones written by people who know how to",True,150e8bc9b888b02d2ce0d52660802f8a281961c7ddee4e00019e97588e06730f,True,True,True,True,True
test:test_review_00:11303:1:20260918,11303,random,test_review_00, to be very comfortable and comfortable. The keys are just fine and the keyboard is well balanced. Overall I would definitely recommend this keyboard to anyone looking for a way,True,2f6cc20b2ec14203c2e5924276bc68394ec951887fdf7be09a1f3bb1fef8697f,True,False,True,False,True
test:test_review_08:11303:1:20260918,11303,random,test_review_08, to be a great addition to my wardrobe! I could say it is very comfortable and the seam is nice and tight! I love how lightweight and lightweight it feels,True,01fbd7f5c0d3368537877a5fea22ec2caabda858ac624bfb1238777f230b217d,True,False,True,False,True
test:test_review_16:11303:1:20260918,11303,random,test_review_16," to be very sturdy and sturdy. It just feels like the laptop stand that you use for your office to work.

I had a chance to try it",True,d88af0135ac5332aa344f7c2515657ceb433761cf9a5ce2fffeb4fddc0050605,True,False,True,False,True
test:test_review_24:11303:1:20260918,11303,random,test_review_24, to be a fantastic read. I didn't say much about it other than that I did enjoy the book. It's a little too short for my tastes and,True,ba56230cc8b4db172224cc520bb8deed96eeae3339cc513023933aa47514b0b5,False,True,True,False,False
test:test_review_00:8156:1:20260918,8156,random,test_review_00," to be very comfortable and comfortable. The keys are fast, easy to use and comfortable for typing with a mouse. I think it's the best keyboard that comes",True,695c49d8109e29530e514203a0ef5adc605202b3b426e7cbbef81bdf803ed1c4,True,False,True,False,True
test:test_review_08:8156:1:20260918,8156,random,test_review_08," to be a great addition to my wardrobe! I could look my best, and I didn't feel like I was looking at the same type of clothing every single",True,b67d689f8061bf57a6c73d7e17c1983be7d86913f257b226d1fedc957eb74e52,True,True,True,True,True
test:test_review_16:8156:1:20260918,8156,random,test_review_16," to be very sturdy and sturdy. It takes up about the same space as a normal laptop stand, does not have the same height as a regular laptop stand,",True,8e9f4a4482d478e95ed587cd77fffac4a5e7983542dd45290a06c76c1698c910,True,True,True,True,True
test:test_review_24:8156:1:20260918,8156,random,test_review_24," to be a fun, interesting and thought provoking place to learn about the world of mathematics and how to solve it. I was really excited to try it out and",True,c1e9481e555681e67ad1a1461dada3219ef3bc01beb538e95c77c9117e402b80,True,True,True,True,True
test:test_review_00:14072:1:20260918,14072,random,test_review_00," to be very comfortable and comfortable. The keys are fast, easy to use and comfortable for typing with a mouse. I think it's the only keyboard that supports",True,55d36bf1d1b7f09c8a1b788c74658da34ddf945a3aa0eb5b60d956ddbfd7510d,True,False,True,False,True
test:test_review_08:14072:1:20260918,14072,random,test_review_08," to be a great addition to my wardrobe! I could look my best and wear it everyday if I had the time, but it's worth noting that the black",True,2793173dd220ed2cf3279befa53c165070ed4e12d221f65e2e0af5cc90827d40,True,True,True,True,True
test:test_review_16:14072:1:20260918,14072,random,test_review_16," to be very sturdy and sturdy. It takes up about the same space as a normal laptop stand, does not have the same height as a regular laptop stand,",True,0c9a89c2de66258e23f5b2cafed40acfa567204cf4a683c8a86d1914e9da9e78,True,True,True,True,True
test:test_review_24:14072:1:20260918,14072,random,test_review_24," to be a fantastic read. I didn't necessarily love it, but I was quite curious to try it out and I was really excited to try it out.",True,5891e21b5eb238360b8b0ec16bb42f708beaa23f92f22d72ab773d600ec11310,True,True,True,True,True
test:test_review_00:23092:1:20260918,23092,random,test_review_00," to be very comfortable and comfortable. The keys are fast, easy to use and comfortable for typing with a mouse. I think it's the best keyboard that comes",True,c3831d6dc83a21d2edf4dc1eef96b7f2c085dc48007acdf35910ca566b5d042b,True,False,True,False,True
test:test_review_08:23092:1:20260918,23092,random,test_review_08, to be a great addition to my wardrobe! I could say it is very comfortable and the warmth of the raincoat made it perfect for traveling! I love a,True,fef70dbe05039f48247e0314078be446b52bc64fb648108e90562459648691f7,True,True,True,True,True
test:test_review_16:23092:1:20260918,23092,random,test_review_16, to be very sturdy and sturdy. It even has a metal cover that has been attached to the back edge of the screen. I'm a bit disappointed in the,True,f39f0d4d2162155655eee4eacf85cfa84e20c99359c243d815370dfe71a63fbd,False,True,True,False,False
test:test_review_24:23092:1:20260918,23092,random,test_review_24, to be a fantastic read. I didn't say much about it other than that I did enjoy the story and was very impressed with the puzzles. The puzzles are,True,ff14fc0a0924124d6a8d1e1dd8f01d13c1cfa499e91d5ac84df8ea3b7cc693bc,True,True,True,True,True
test:test_review_00:18325:1:20260918,18325,random,test_review_00," to be very comfortable and comfortable. The keys are fast, easy to use and comfortable for typing with a keyboard that is easy to use. The keys also use",True,b2f437be42889ab1a8a1ded4352755ebdda178cc59d56fb269c18ca1bf6529bc,True,False,True,False,True
test:test_review_08:18325:1:20260918,18325,random,test_review_08, to be a great addition to my wardrobe! I could look my best and wear it every night and I love it so much! It will wear well in and,True,76221b79925312d50faed1fdca215652851d6966022e632ec74793002a62d958,True,True,True,True,True
test:test_review_16:18325:1:20260918,18325,random,test_review_16," to be very sturdy and sturdy. It takes up about the same space as a normal laptop stand, does not have the same height as a regular laptop stand,",True,f98994413154807b7dd08a16d452deeb7c2c26f727da1278a90367f0cc19f0b8,True,True,True,True,True
test:test_review_24:18325:1:20260918,18325,random,test_review_24," to be a fun, interesting and highly enjoyable journey through a series of puzzles. It didn't really feel like I was going to spend all my time on it",True,c290c97e8717ae8e75f49e3cfc4aeb857ce3ee41a76a011e5ab78d655868bf61,True,True,True,True,True
